iter,PID,start,end,instance,activation,response_time
0,5135,3108.953793601,3108.953903300,0,1,0.00010969899994961452
1,5135,3109.053795478,3109.053909081,0,1,0.0001136029995905119
2,5135,3109.153785995,3109.153867533,0,1,8.153799990395783e-05
3,5135,3109.253772927,3109.253876098,0,1,0.00010317099986423273
4,5135,3109.353773557,3109.353875191,0,1,0.00010163400020246627
5,5135,3109.453782794,3109.453893709,0,1,0.00011091500027760048
6,5135,3109.553781471,3109.553863393,0,1,8.192199993573013e-05
7,5135,3109.653766708,3109.653870614,0,1,0.0001039059998220182
8,5135,3109.753770569,3109.753877228,0,1,0.00010665899981177063
9,5135,3109.853783966,3109.853891201,0,1,0.00010723500008680276
10,5135,3109.953780883,3109.953884566,0,1,0.0001036829999065958
11,5135,3110.053766664,3110.053869450,0,1,0.00010278600029778318
12,5135,3110.153771517,3110.153875680,0,1,0.00010416299983262434
13,5135,3110.253786450,3110.253888181,0,1,0.0001017310000861471
14,5135,3110.353779783,3110.353890922,0,1,0.00011113900018244749
15,5135,3110.453790236,3110.453875455,0,1,8.521900008418015e-05
16,5135,3110.553773937,3110.553875988,0,1,0.00010205099988525035
17,5135,3110.653780486,3110.653861000,0,1,8.051399981923169e-05
18,5135,3110.753779259,3110.753878878,0,1,9.961899968402577e-05
19,5135,3110.853775152,3110.853878291,0,1,0.00010313900020264555
20,5135,3110.953779877,3110.953892200,0,1,0.00011232299993935158
21,5135,3111.053791867,3111.053900094,0,1,0.00010822699960044702
22,5135,3111.153780528,3111.153889650,0,1,0.00010912200013990514
23,5135,3111.253777284,3111.253866023,0,1,8.873899969330523e-05
24,5135,3111.353781882,3111.353861852,0,1,7.997000011528144e-05
25,5135,3111.453785615,3111.453870673,0,1,8.505799996783026e-05
26,5135,3111.553782948,3111.553901511,0,1,0.0001185629998872173
27,5135,3111.653802809,3111.653896764,0,1,9.395500001119217e-05
28,5135,3111.753790990,3111.753874992,0,1,8.400199976676959e-05
29,5135,3111.853775619,3111.853856165,0,1,8.054599993556621e-05
30,5135,3111.953798136,3111.953891963,0,1,9.38270000006014e-05
31,5135,3112.053770125,3112.053855183,0,1,8.505799996783026e-05
32,5135,3112.153769858,3112.153852580,0,1,8.272200011560926e-05
33,5135,3112.253773847,3112.253857689,0,1,8.384200009459164e-05
34,5135,3112.353773804,3112.353855470,0,1,8.166599991454859e-05
35,5135,3112.453774305,3112.453905092,0,1,0.00013078699976176722
36,5135,3112.553776118,3112.553903353,0,1,0.0001272350000363076
37,5135,3112.653773419,3112.653876654,0,1,0.00010323500009690179
38,5135,3112.753780128,3112.753861858,0,1,8.173000014721765e-05
39,5135,3112.853770901,3112.853877176,0,1,0.00010627499977999832
40,5135,3112.953781386,3112.953892301,0,1,0.00011091499982285313
41,5135,3113.053795392,3113.053879266,0,1,8.387399975617882e-05
42,5135,3113.153768884,3113.153878135,0,1,0.0001092510001399205
43,5135,3113.253890540,3113.253975726,0,1,8.518599997842102e-05
44,5135,3113.353765566,3113.353882145,0,1,0.00011657899995043408
45,5135,3113.453769459,3113.453852437,0,1,8.29780001367908e-05
46,5135,3113.553767304,3113.553852490,0,1,8.518599997842102e-05
47,5135,3113.653892416,3113.654007395,0,1,0.00011497900004542316
48,5135,3113.753767794,3113.753870357,0,1,0.00010256299992761342
49,5135,3113.853817448,3113.853928459,0,1,0.00011101100017185672
50,5135,3113.953779484,3113.953916416,0,1,0.00013693200025954866
51,5135,3114.053775633,3114.053904437,0,1,0.0001288039998144086
52,5135,3114.153785287,3114.153892713,0,1,0.00010742599988589063
53,5135,3114.253789980,3114.253907583,0,1,0.00011760300003516022
54,5135,3114.353798225,3114.353885395,0,1,8.716999991520424e-05
