iter,PID,start,end,instance,activation,response_time
0,5345,3144.346607097,3144.346754397,412,1,0.00014730000020790612
1,5345,3144.446596558,3144.446750546,413,1,0.0001539880004202132
2,5345,3144.546590243,3144.546701158,414,1,0.00011091499982285313
3,5345,3144.646598328,3144.646738523,415,1,0.0001401949998580676
4,5345,3144.746589292,3144.746719024,416,1,0.0001297320000048785
5,5345,3144.846592737,3144.846708164,417,1,0.00011542700030986452
6,5345,3144.946609559,3144.954726800,418,1,0.008117241000036302
7,5345,3145.046593899,3145.046726895,419,1,0.0001329960000475694
8,5345,3145.146603008,3145.146707235,420,1,0.0001042270000652934
9,5345,3145.246606325,3145.246739993,421,1,0.00013366800021685776
10,5345,3145.346590281,3145.346698444,422,1,0.00010816300027727266
11,5345,3145.446607039,3145.446764643,423,1,0.00015760399992359453
12,5345,3145.546588563,3145.546693782,424,1,0.000105219000033685
13,5345,3145.646583304,3145.646682282,425,1,9.897799964164733e-05
14,5345,3145.746585373,3145.746693792,426,1,0.00010841899984370684
15,5345,3145.846588658,3145.846682612,427,1,9.395400002176757e-05
16,5345,3145.946600807,3145.947821351,428,1,0.0012205440002617252
17,5345,3146.046599004,3146.046713023,429,1,0.00011401899973861873
18,5345,3146.146586160,3146.146691347,430,1,0.00010518699991735048
19,5345,3146.246600549,3146.246720009,431,1,0.00011945999995077727
20,5345,3146.346616155,3146.346732798,432,1,0.00011664300018310314
21,5345,3146.446630992,3146.446745427,433,1,0.00011443500034147291
22,5345,3146.546597732,3146.546746952,434,1,0.00014921999991202028
23,5345,3146.646583800,3146.646722620,435,1,0.00013882000030207564
24,5345,3146.746590509,3146.746708240,436,1,0.00011773100004575099
25,5345,3146.846600578,3146.846706725,437,1,0.00010614699976940756
26,5345,3146.946586615,3146.947873465,438,1,0.0012868500002696237
27,5345,3147.046596012,3147.046742608,439,1,0.00014659599992228323
28,5345,3147.146728004,3147.146842855,440,1,0.0001148510000348324
29,5345,3147.246599670,3147.246740250,441,1,0.00014058000033401186
30,5345,3147.346603467,3147.346732622,442,1,0.00012915500019516912
31,5345,3147.446599583,3147.446723875,443,1,0.00012429199978214456
32,5345,3147.546608917,3147.546728856,444,1,0.00011993899988738121
33,5345,3147.646606057,3147.646733517,445,1,0.00012745999993057922
34,5345,3147.746653119,3147.746772867,446,1,0.00011974800008829334
